# session_id,20260627T224138Z-seed
# base_commit,seed
# exported_by,
# exported_at,
# tool_version,ec-image-reconciler-csv-v1
record_id,mutcd_code,description,category,word_image,folder_image,image_source,folder_width,folder_height,bg_removed,hq_status,first_assessment,first_assessment_reasons,final_verdict,note,reviewer,reviewed_at
image129.png,R7-107a,"No parking, bus stop",REGULATORY SIGNS,word_images/image129.png,REGULATORY_SIGNS/R7-107a.png,docx_embedded,170,336,False,docx,ok,docx source; 170x336,,,,
image147.png,R7-107b,"No parking, bus stop with transit pictograph",REGULATORY SIGNS,word_images/image147.png,REGULATORY_SIGNS/R7-107b.png,docx_embedded,230,564,True,docx,ok,docx source; 230x564,,,,
image153.png,R7-108,Two hour parking (times),REGULATORY SIGNS,word_images/image153.png,REGULATORY_SIGNS/R7-108.png,docx_embedded,230,342,True,docx,ok,docx source; 230x342,,,,
image149.png,R7-111,"No parking, except electric vehicles",REGULATORY SIGNS,word_images/image149.png,REGULATORY_SIGNS/R7-111.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image142.png,R7-111a,"No parking, (times) except electric vehicles",REGULATORY SIGNS,word_images/image142.png,REGULATORY_SIGNS/R7-111a.png,docx_embedded,230,342,True,docx,ok,docx source; 230x342,,,,
image145.png,R7-112,"Two hour parking, electric vehicles only",REGULATORY SIGNS,word_images/image145.png,REGULATORY_SIGNS/R7-112.png,docx_embedded,230,340,True,docx,ok,docx source; 230x340,,,,
image146.png,R7-112a,"Two hour parking, electric vehicles only (times)",REGULATORY SIGNS,word_images/image146.png,REGULATORY_SIGNS/R7-112a.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image144.png,R7-112b,"Two hour parking, electric vehicles only (times and days)",REGULATORY SIGNS,word_images/image144.png,REGULATORY_SIGNS/R7-112b.png,docx_embedded,230,400,True,docx,ok,docx source; 230x400,,,,
image143.png,R7-113,"No parking, except while charging",REGULATORY SIGNS,word_images/image143.png,REGULATORY_SIGNS/R7-113.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image138.png,R7-113aP,Vehicle must be plugged in (plaque),REGULATORY SIGNS,word_images/image138.png,REGULATORY_SIGNS/R7-113aP.png,docx_embedded,230,116,False,docx,ok,docx source; 230x116,,,,
image139.png,R7-113bP,Vacate stall when charging completed (plaque),REGULATORY SIGNS,word_images/image139.png,REGULATORY_SIGNS/R7-113bP.png,docx_embedded,230,116,True,docx,ok,docx source; 230x116,,,,
image118.png,R7-114,"Two hour, vehicle charging only",REGULATORY SIGNS,word_images/image118.png,REGULATORY_SIGNS/R7-114.png,docx_embedded,230,342,True,docx,ok,docx source; 230x342,,,,
image116.png,R7-114a,"45 minute, vehicle charging only (times)",REGULATORY SIGNS,word_images/image116.png,REGULATORY_SIGNS/R7-114a.png,docx_embedded,230,340,True,docx,ok,docx source; 230x340,,,,
image119.png,R7-114b,"45 minute, vehicle charging only (times and days)",REGULATORY SIGNS,word_images/image119.png,REGULATORY_SIGNS/R7-114b.png,docx_embedded,230,400,False,docx,ok,docx source; 230x400,,,,
image123.png,R7-200,No parking and one hour parking (times) (combined),REGULATORY SIGNS,word_images/image123.png,REGULATORY_SIGNS/R7-200.png,docx_embedded,230,167,True,docx,ok,docx source; 230x167,,,,
image113.png,R7-200a,No parking and one hour parking (times) (combined),REGULATORY SIGNS,word_images/image113.png,REGULATORY_SIGNS/R7-200a.png,docx_embedded,124,362,True,docx,ok,docx source; 124x362,,,,
image112.png,R7-201P,Tow away zone,REGULATORY SIGNS,word_images/image112.png,REGULATORY_SIGNS/R7-201P.png,docx_embedded,230,118,False,docx,ok,docx source; 230x118,,,,
image114.png,R7-201aP,Tow away zone (plaque),REGULATORY SIGNS,word_images/image114.png,REGULATORY_SIGNS/R7-201aP.png,docx_embedded,230,118,False,docx,ok,docx source; 230x118,,,,
image115.png,R7-202P,This side of sign (plaque),REGULATORY SIGNS,word_images/image115.png,REGULATORY_SIGNS/R7-202P.png,docx_embedded,230,120,False,docx,ok,docx source; 230x120,,,,
image111.png,R7-203,"Snow emergency route, no parking during snow emergency, tow-away zone",REGULATORY SIGNS,word_images/image111.png,REGULATORY_SIGNS/R7-203.png,docx_embedded,230,304,False,docx,ok,docx source; 230x304,,,,
image106.png,R8-1,No parking on pavement,REGULATORY SIGNS,word_images/image106.png,REGULATORY_SIGNS/R8-1.png,docx_embedded,230,286,True,docx,ok,docx source; 230x286,,,,
image1119.png,R8-2,No parking except on shoulder,REGULATORY SIGNS,word_images/image1119.png,REGULATORY_SIGNS/R8-2.png,docx_embedded,230,283,True,docx,ok,docx source; 230x283,,,,
image1123.png,R8-3,No parking,REGULATORY SIGNS,word_images/image1123.png,REGULATORY_SIGNS/R8-3.png,docx_embedded,230,230,True,docx,ok,docx source; 230x230,,,,
image1110.png,R8-3a,No parking (text),REGULATORY SIGNS,word_images/image1110.png,REGULATORY_SIGNS/R8-3a.png,docx_embedded,230,284,False,docx,ok,docx source; 230x284,,,,
image1102.png,R8-3c,No parking on pavement,REGULATORY SIGNS,word_images/image1102.png,REGULATORY_SIGNS/R8-3c.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image1111.png,R8-3d,No parking on bridge,REGULATORY SIGNS,word_images/image1111.png,REGULATORY_SIGNS/R8-3d.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image1109.png,R8-3e,No parking on tracks,REGULATORY SIGNS,word_images/image1109.png,REGULATORY_SIGNS/R8-3e.png,docx_embedded,230,340,False,docx,ok,docx source; 230x340,,,,
image1098.png,R8-3f,No parking except on shoulder,REGULATORY SIGNS,word_images/image1098.png,REGULATORY_SIGNS/R8-3f.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image1097.png,R8-4,Emergency parking only,REGULATORY SIGNS,word_images/image1097.png,REGULATORY_SIGNS/R8-4.png,docx_embedded,230,186,True,docx,ok,docx source; 230x186,,,,
image1104.png,R8-5,No stopping on pavement,REGULATORY SIGNS,word_images/image1104.png,REGULATORY_SIGNS/R8-5.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image1107.png,R8-6,No stopping except on shoulder,REGULATORY SIGNS,word_images/image1107.png,REGULATORY_SIGNS/R8-6.png,docx_embedded,230,288,False,docx,ok,docx source; 230x288,,,,
image1046.png,R8-7,Emergency stopping only,REGULATORY SIGNS,word_images/image1046.png,REGULATORY_SIGNS/R8-7.png,docx_embedded,230,184,True,docx,ok,docx source; 230x184,,,,
image1052.png,R8-8,Do not stop on tracks,REGULATORY SIGNS,word_images/image1052.png,REGULATORY_SIGNS/R8-8.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image1047.png,R8-9,Tracks out of service,REGULATORY SIGNS,word_images/image1047.png,REGULATORY_SIGNS/R8-9.png,docx_embedded,230,228,False,docx,ok,docx source; 230x228,,,,
image1040.png,R8-10,Stop here when flashing,REGULATORY SIGNS,word_images/image1040.png,REGULATORY_SIGNS/R8-10.png,docx_embedded,230,342,True,docx,ok,docx source; 230x342,,,,
image1032.png,R8-10a,Stop here when flashing (alternative),REGULATORY SIGNS,word_images/image1032.png,REGULATORY_SIGNS/R8-10a.png,docx_embedded,230,285,True,docx,ok,docx source; 230x285,,,,
image1036.png,R9-1,Walk on left facing traffic,REGULATORY SIGNS,word_images/image1036.png,REGULATORY_SIGNS/R9-1.png,docx_embedded,230,304,True,docx,ok,docx source; 230x304,,,,
image1035.png,R9-2,Cross only at cross walks,REGULATORY SIGNS,word_images/image1035.png,REGULATORY_SIGNS/R9-2.png,docx_embedded,230,341,True,docx,ok,docx source; 230x341,,,,
image1027.png,R9-3,No pedestrians crossing (symbol),REGULATORY SIGNS,word_images/image1027.png,REGULATORY_SIGNS/R9-3.png,docx_embedded,230,230,True,docx,ok,docx source; 230x230,,,,
image1028.png,R9-3a,No pedestrians crossing,REGULATORY SIGNS,word_images/image1028.png,REGULATORY_SIGNS/R9-3a.png,docx_embedded,230,341,True,docx,ok,docx source; 230x341,,,,
image1031.png,R9-3bP,Use crosswalk (plaque),REGULATORY SIGNS,word_images/image1031.png,REGULATORY_SIGNS/R9-3bP.png,docx_embedded,230,154,False,docx,ok,docx source; 230x154,,,,
image1068.png,R9-3cP,Ride with traffic (plaque),REGULATORY SIGNS,word_images/image1068.png,REGULATORY_SIGNS/R9-3cP.png,docx_embedded,230,230,False,docx,ok,docx source; 230x230,,,,
image1067.png,R9-4,No hitchhiking (symbol),REGULATORY SIGNS,word_images/image1067.png,REGULATORY_SIGNS/R9-4.png,docx_embedded,230,228,True,docx,ok,docx source; 230x228,,,,
image1073.png,R9-4a,No hitchhiking,REGULATORY SIGNS,word_images/image1073.png,REGULATORY_SIGNS/R9-4a.png,docx_embedded,230,306,False,docx,ok,docx source; 230x306,,,,
image1070.png,R9-5,Bicycles use pedestrian signal,REGULATORY SIGNS,word_images/image1070.png,REGULATORY_SIGNS/R9-5.png,docx_embedded,230,341,True,docx,ok,docx source; 230x341,,,,
image1061.png,R9-6,Bicycles yield to pedestrians,REGULATORY SIGNS,word_images/image1061.png,REGULATORY_SIGNS/R9-6.png,docx_embedded,230,341,True,docx,ok,docx source; 230x341,,,,
image1057.png,R9-7,"Bicycles left, Pedestrians right",REGULATORY SIGNS,word_images/image1057.png,REGULATORY_SIGNS/R9-7.png,docx_embedded,230,339,True,docx,ok,docx source; 230x339,,,,
image1066.png,R9-8,Pedestrian Crosswalk,REGULATORY SIGNS,word_images/image1066.png,REGULATORY_SIGNS/R9-8.png,docx_embedded,230,118,False,docx,ok,docx source; 230x118,,,,
image1062.png,R9-9,Sidewalk Closed,REGULATORY SIGNS,word_images/image1062.png,REGULATORY_SIGNS/R9-9.png,docx_embedded,230,116,False,docx,ok,docx source; 230x116,,,,
image1056.png,R9-10,Sidewalk Closed Use Other Side,REGULATORY SIGNS,word_images/image1056.png,REGULATORY_SIGNS/R9-10.png,docx_embedded,230,118,True,docx,ok,docx source; 230x118,,,,
image1055.png,R9-11,Sidewalk Closed Ahead Cross Here,REGULATORY SIGNS,word_images/image1055.png,REGULATORY_SIGNS/R9-11.png,docx_embedded,230,118,False,docx,ok,docx source; 230x118,,,,
image988.png,R9-11a,Sidewalk Closed Cross Here,REGULATORY SIGNS,word_images/image988.png,REGULATORY_SIGNS/R9-11a.png,docx_embedded,230,118,True,docx,ok,docx source; 230x118,,,,
image976.png,R9-12,Bike lane closed,REGULATORY SIGNS,word_images/image976.png,REGULATORY_SIGNS/R9-12.png,docx_embedded,230,118,False,docx,ok,docx source; 230x118,,,,
image977.png,R9-13,No skaters,REGULATORY SIGNS,word_images/image977.png,REGULATORY_SIGNS/R9-13.png,docx_embedded,230,230,True,docx,ok,docx source; 230x230,,,,
image982.png,R9-14,No equestrians,REGULATORY SIGNS,word_images/image982.png,REGULATORY_SIGNS/R9-14.png,docx_embedded,230,228,True,docx,ok,docx source; 230x228,,,,
image981.png,R9-15,No snowmobiles,REGULATORY SIGNS,word_images/image981.png,REGULATORY_SIGNS/R9-15.png,docx_embedded,230,229,True,docx,ok,docx source; 230x229,,,,
image969.png,R9-16,No all-terrain vehicles,REGULATORY SIGNS,word_images/image969.png,REGULATORY_SIGNS/R9-16.png,docx_embedded,230,228,True,docx,ok,docx source; 230x228,,,,
image970.png,R9-19P,Except on shoulder (plaque),REGULATORY SIGNS,word_images/image970.png,REGULATORY_SIGNS/R9-19P.png,docx_embedded,208,142,False,docx,ok,docx source; 208x142,,,,
image973.png,R9-20,Bicycles allowed use of full lane,REGULATORY SIGNS,word_images/image973.png,REGULATORY_SIGNS/R9-20.png,docx_embedded,230,230,False,docx,ok,docx source; 230x230,,,,
image972.png,R9-21,Bicycles use shoulder only,REGULATORY SIGNS,word_images/image972.png,REGULATORY_SIGNS/R9-21.png,docx_embedded,230,284,False,docx,ok,docx source; 230x284,,,,
image961.png,R9-22,Bicycles must exit,REGULATORY SIGNS,word_images/image961.png,REGULATORY_SIGNS/R9-22.png,docx_embedded,230,285,True,docx,ok,docx source; 230x285,,,,
image1025.png,R9-23,Bicycle all turns from bike lane,REGULATORY SIGNS,word_images/image1025.png,REGULATORY_SIGNS/R9-23.png,docx_embedded,230,342,True,docx,ok,docx source; 230x342,,,,
image1024.png,R9-23a,Bicycle left turn from bike lane,REGULATORY SIGNS,word_images/image1024.png,REGULATORY_SIGNS/R9-23a.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image1014.png,R9-23b,Bicycle left turn must use turn box,REGULATORY SIGNS,word_images/image1014.png,REGULATORY_SIGNS/R9-23b.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image1010.png,R9-23c,Bicycle left turn must use turn box,REGULATORY SIGNS,word_images/image1010.png,REGULATORY_SIGNS/R9-23c.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image1021.png,R9-24,Bicycle all turns (diagonal right arrow),REGULATORY SIGNS,word_images/image1021.png,REGULATORY_SIGNS/R9-24.png,docx_embedded,230,62,False,docx,ok,docx source; 230x62,,,,
image1023.png,R9-24a,Bicycle all turns (right arrow),REGULATORY SIGNS,word_images/image1023.png,REGULATORY_SIGNS/R9-24a.png,docx_embedded,230,60,False,docx,ok,docx source; 230x60,,,,
image1001.png,R9-25,Bicycle U and left turns (diagonal right arrow),REGULATORY SIGNS,word_images/image1001.png,REGULATORY_SIGNS/R9-25.png,docx_embedded,230,90,False,docx,ok,docx source; 230x90,,,,
image998.png,R9-25a,Bicycle U and left turns (right arrow),REGULATORY SIGNS,word_images/image998.png,REGULATORY_SIGNS/R9-25a.png,docx_embedded,230,90,False,docx,ok,docx source; 230x90,,,,
image1009.png,R9-25b,Bicycle U and left turns (straight arrow),REGULATORY SIGNS,word_images/image1009.png,REGULATORY_SIGNS/R9-25b.png,docx_embedded,230,90,False,docx,ok,docx source; 230x90,,,,
image1005.png,R9-26,Bicycle U turn (diagonal right arrow),REGULATORY SIGNS,word_images/image1005.png,REGULATORY_SIGNS/R9-26.png,docx_embedded,230,59,True,docx,ok,docx source; 230x59,,,,
image916.png,R9-26a,Bicycle U turn (right arrow),REGULATORY SIGNS,word_images/image916.png,REGULATORY_SIGNS/R9-26a.png,docx_embedded,230,59,True,docx,ok,docx source; 230x59,,,,
image928.png,R9-26b,Bicycle U turn (straight arrow),REGULATORY SIGNS,word_images/image928.png,REGULATORY_SIGNS/R9-26b.png,docx_embedded,230,60,False,docx,ok,docx source; 230x60,,,,
image920.png,R9-27,Bicycle left turn (diagonal right arrow),REGULATORY SIGNS,word_images/image920.png,REGULATORY_SIGNS/R9-27.png,docx_embedded,230,59,True,docx,ok,docx source; 230x59,,,,
image905.png,R9-27a,Bicycle left turn (right arrow),REGULATORY SIGNS,word_images/image905.png,REGULATORY_SIGNS/R9-27a.png,docx_embedded,230,60,False,docx,ok,docx source; 230x60,,,,
image901.png,R9-27b,Bicycle left turn (straight arrow),REGULATORY SIGNS,word_images/image901.png,REGULATORY_SIGNS/R9-27b.png,docx_embedded,230,60,False,docx,ok,docx source; 230x60,,,,
image914.png,R10-1,Cross only on green,REGULATORY SIGNS,word_images/image914.png,REGULATORY_SIGNS/R10-1.png,docx_embedded,230,340,False,docx,ok,docx source; 230x340,,,,
image912.png,R10-2,Cross only on pedestrian signal,REGULATORY SIGNS,word_images/image912.png,REGULATORY_SIGNS/R10-2.png,docx_embedded,230,303,True,docx,ok,docx source; 230x303,,,,
image899.png,R10-3,Push button for pedestrian signal,REGULATORY SIGNS,word_images/image899.png,REGULATORY_SIGNS/R10-3.png,docx_embedded,230,304,False,docx,ok,docx source; 230x304,,,,
image894.png,R10-3a,"Push button to cross street, wait for pedestrian signal",REGULATORY SIGNS,word_images/image894.png,REGULATORY_SIGNS/R10-3a.png,docx_embedded,230,378,True,docx,ok,docx source; 230x378,,,,
image906.png,R10-3b,Crosswalk signal instructions,REGULATORY SIGNS,word_images/image906.png,REGULATORY_SIGNS/R10-3b.png,docx_embedded,230,303,True,docx,ok,docx source; 230x303,,,,
image952.png,R10-3c,Crosswalk signal instructions,REGULATORY SIGNS,word_images/image952.png,REGULATORY_SIGNS/R10-3c.png,docx_embedded,230,303,True,docx,ok,docx source; 230x303,,,,
image949.png,R10-3d,Crosswalk signal instructions,REGULATORY SIGNS,word_images/image949.png,REGULATORY_SIGNS/R10-3d.png,docx_embedded,230,303,True,docx,ok,docx source; 230x303,,,,
image962.png,R10-3e,Crosswalk signal instructions,REGULATORY SIGNS,word_images/image962.png,REGULATORY_SIGNS/R10-3e.png,docx_embedded,230,378,False,docx,ok,docx source; 230x378,,,,
image955.png,R10-3f,Crosswalk signal instructions,REGULATORY SIGNS,word_images/image955.png,REGULATORY_SIGNS/R10-3f.png,docx_embedded,222,368,False,docx,ok,docx source; 222x368,,,,
image945.png,R10-3g,Crosswalk signal instructions,REGULATORY SIGNS,word_images/image945.png,REGULATORY_SIGNS/R10-3g.png,docx_embedded,222,368,False,docx,ok,docx source; 222x368,,,,
image940.png,R10-3h,Crosswalk signal instructions,REGULATORY SIGNS,word_images/image940.png,REGULATORY_SIGNS/R10-3h.png,docx_embedded,222,368,False,docx,ok,docx source; 222x368,,,,
image946.png,R10-3i,Crosswalk signal instructions,REGULATORY SIGNS,word_images/image946.png,REGULATORY_SIGNS/R10-3i.png,docx_embedded,222,366,True,docx,ok,docx source; 222x366,,,,
image944.png,R10-4,Push button for green,REGULATORY SIGNS,word_images/image944.png,REGULATORY_SIGNS/R10-4.png,docx_embedded,230,304,True,docx,ok,docx source; 230x304,,,,
image935.png,R10-4a,"Push button to cross street, wait for green",REGULATORY SIGNS,word_images/image935.png,REGULATORY_SIGNS/R10-4a.png,docx_embedded,230,376,True,docx,ok,docx source; 230x376,,,,
image936.png,R10-5,Left on green arrow only,REGULATORY SIGNS,word_images/image936.png,REGULATORY_SIGNS/R10-5.png,docx_embedded,230,306,False,docx,ok,docx source; 230x306,,,,
image839.png,R10-6,Stop here on red,REGULATORY SIGNS,word_images/image839.png,REGULATORY_SIGNS/R10-6.png,docx_embedded,230,340,False,docx,ok,docx source; 230x340,,,,
image835.png,R10-6aR,Stop here on red (alternative) (right),REGULATORY SIGNS,word_images/image835.png,REGULATORY_SIGNS/R10-6aR.png,docx_embedded,230,285,True,docx,ok,docx source; 230x285,,,,
image833.png,R10-6aL,Stop here on red (alternative) (left),REGULATORY SIGNS,word_images/image833.png,REGULATORY_SIGNS/R10-6aL.png,docx_embedded,230,285,True,docx,ok,docx source; 230x285,,,,
image844.png,R10-7,Do not block intersection,REGULATORY SIGNS,word_images/image844.png,REGULATORY_SIGNS/R10-7.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image838.png,R10-8,Use lane with green arrow,REGULATORY SIGNS,word_images/image838.png,REGULATORY_SIGNS/R10-8.png,docx_embedded,230,284,False,docx,ok,docx source; 230x284,,,,
image822.png,R10-10R,Right turn signal,REGULATORY SIGNS,word_images/image822.png,REGULATORY_SIGNS/R10-10R.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image825.png,R10-10L,Left turn signal,REGULATORY SIGNS,word_images/image825.png,REGULATORY_SIGNS/R10-10L.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image832.png,R10-10a,U turn Signal,REGULATORY SIGNS,word_images/image832.png,REGULATORY_SIGNS/R10-10a.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image827.png,R10-10bR,Right lane signal,REGULATORY SIGNS,word_images/image827.png,REGULATORY_SIGNS/R10-10bR.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image813.png,R10-10bL,Left lane signal,REGULATORY SIGNS,word_images/image813.png,REGULATORY_SIGNS/R10-10bL.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image885.png,R10-10cR,Right turn lane signal,REGULATORY SIGNS,word_images/image885.png,REGULATORY_SIGNS/R10-10cR.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image884.png,R10-10cL,Left turn lane signal,REGULATORY SIGNS,word_images/image884.png,REGULATORY_SIGNS/R10-10cL.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image875.png,R10-11,No turn on red,REGULATORY SIGNS,word_images/image875.png,REGULATORY_SIGNS/R10-11.png,docx_embedded,230,284,False,docx,ok,docx source; 230x284,,,,
image873.png,R10-11a,No turn on circular red,REGULATORY SIGNS,word_images/image873.png,REGULATORY_SIGNS/R10-11a.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image880.png,R10-11b,No turn on red,REGULATORY SIGNS,word_images/image880.png,REGULATORY_SIGNS/R10-11b.png,docx_embedded,230,230,False,docx,ok,docx source; 230x230,,,,
image878.png,R10-11c,No turn on red except from right lane,REGULATORY SIGNS,word_images/image878.png,REGULATORY_SIGNS/R10-11c.png,docx_embedded,230,318,False,docx,ok,docx source; 230x318,,,,
image860.png,R10-11d,No turn on red from this lane,REGULATORY SIGNS,word_images/image860.png,REGULATORY_SIGNS/R10-11d.png,docx_embedded,230,320,True,docx,ok,docx source; 230x320,,,,
image859.png,R10-12,Left turn yield on green,REGULATORY SIGNS,word_images/image859.png,REGULATORY_SIGNS/R10-12.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image868.png,R10-12a,Left turn yield on flashing yellow arrow,REGULATORY SIGNS,word_images/image868.png,REGULATORY_SIGNS/R10-12a.png,docx_embedded,230,273,True,docx,ok,docx source; 230x273,,,,
image863.png,R10-12b,Left turn yield to bicycle,REGULATORY SIGNS,word_images/image863.png,REGULATORY_SIGNS/R10-12b.png,docx_embedded,230,274,False,docx,ok,docx source; 230x274,,,,
image770.png,R10-13,Emergency signal,REGULATORY SIGNS,word_images/image770.png,REGULATORY_SIGNS/R10-13.png,docx_embedded,230,156,False,docx,ok,docx source; 230x156,,,,
image769.png,R10-14,Emergency signal - stop on flashing red,REGULATORY SIGNS,word_images/image769.png,REGULATORY_SIGNS/R10-14.png,docx_embedded,230,266,True,docx,ok,docx source; 230x266,,,,
image771.png,R10-14a,Emergency signal - stop on flashing red (overhead),REGULATORY SIGNS,word_images/image771.png,REGULATORY_SIGNS/R10-14a.png,docx_embedded,230,96,True,docx,ok,docx source; 230x96,,,,
image757.png,R10-14b,Stop here on flashing red,REGULATORY SIGNS,word_images/image757.png,REGULATORY_SIGNS/R10-14b.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image753.png,R10-15R,Turning vehicles yield to pedestrians (right),REGULATORY SIGNS,word_images/image753.png,REGULATORY_SIGNS/R10-15R.png,docx_embedded,230,230,False,docx,ok,docx source; 230x230,,,,
image760.png,R10-15R,Turning vehicles yield to pedestrians (right),REGULATORY SIGNS,word_images/image760.png,REGULATORY_SIGNS/R10-15R__2.png,docx_embedded,230,228,False,docx,ok,docx source; 230x228,,,,
image763.png,R10-15L,Turning vehicles yield to pedestrians (left),REGULATORY SIGNS,word_images/image763.png,REGULATORY_SIGNS/R10-15L.png,docx_embedded,230,228,False,docx,ok,docx source; 230x228,,,,
image744.png,R10-15L,Turning vehicles yield to pedestrians (left),REGULATORY SIGNS,word_images/image744.png,REGULATORY_SIGNS/R10-15L__2.png,docx_embedded,230,230,False,docx,ok,docx source; 230x230,,,,
image740.png,R10-15a,Turning vehicles stop for pedestrians,REGULATORY SIGNS,word_images/image740.png,REGULATORY_SIGNS/R10-15a.png,docx_embedded,230,228,False,docx,ok,docx source; 230x228,,,,
image751.png,R10-16,U-turn yield to right turn,REGULATORY SIGNS,word_images/image751.png,REGULATORY_SIGNS/R10-16.png,docx_embedded,230,275,True,docx,ok,docx source; 230x275,,,,
image501.png,R10-17a,Right on red arrow after stop,REGULATORY SIGNS,word_images/image501.png,REGULATORY_SIGNS/R10-17a.png,docx_embedded,230,273,True,docx,ok,docx source; 230x273,,,,
image487.png,R10-18,Traffic laws photo enforced,REGULATORY SIGNS,word_images/image487.png,REGULATORY_SIGNS/R10-18.png,docx_embedded,230,154,False,docx,ok,docx source; 230x154,,,,
image481.png,R10-18a,Traffic signal photo enforced,REGULATORY SIGNS,word_images/image481.png,REGULATORY_SIGNS/R10-18a.png,docx_embedded,230,320,True,docx,ok,docx source; 230x320,,,,
image490.png,R10-19P,Photo enforced (symbol) (plaque),REGULATORY SIGNS,word_images/image490.png,REGULATORY_SIGNS/R10-19P.png,docx_embedded,230,118,True,docx,ok,docx source; 230x118,,,,
image485.png,R10-19aP,Photo enforced (plaque),REGULATORY SIGNS,word_images/image485.png,REGULATORY_SIGNS/R10-19aP.png,docx_embedded,230,174,False,docx,ok,docx source; 230x174,,,,
image472.png,R10-20aP,Days & times (plaque) (for use with R10- 11 series) (3 lines),REGULATORY SIGNS,word_images/image472.png,REGULATORY_SIGNS/R10-20aP.png,docx_embedded,230,228,True,docx,ok,docx source; 230x228,,,,
image474.png,R10-20aP,Days & times (plaque) (for use with R10- 11 series) (2 lines),REGULATORY SIGNS,word_images/image474.png,REGULATORY_SIGNS/R10-20aP__2.png,docx_embedded,230,174,False,docx,ok,docx source; 230x174,,,,
image478.png,R10-22,Bicycles to request green wait on line,REGULATORY SIGNS,word_images/image478.png,REGULATORY_SIGNS/R10-22.png,docx_embedded,230,342,False,docx,ok,docx source; 230x342,,,,
image479.png,R10-23,Crosswalk - stop on red,REGULATORY SIGNS,word_images/image479.png,REGULATORY_SIGNS/R10-23.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image476.png,R10-23a,Stop on red - yield on flashing red after stop,REGULATORY SIGNS,word_images/image476.png,REGULATORY_SIGNS/R10-23a.png,docx_embedded,230,284,False,docx,ok,docx source; 230x284,,,,
image427.png,R10-24,Bicycle push button for green light,REGULATORY SIGNS,word_images/image427.png,REGULATORY_SIGNS/R10-24.png,docx_embedded,230,378,False,docx,ok,docx source; 230x378,,,,
image424.png,R10-25,Push button for warning lights - wait for gap in traffic,REGULATORY SIGNS,word_images/image424.png,REGULATORY_SIGNS/R10-25.png,docx_embedded,230,303,True,docx,ok,docx source; 230x303,,,,
image408.png,R10-26,Bicycle push button for green light with arrow,REGULATORY SIGNS,word_images/image408.png,REGULATORY_SIGNS/R10-26.png,docx_embedded,230,376,True,docx,ok,docx source; 230x376,,,,
image413.png,R10-27,Left turn yield on flashing red arrow after stop,REGULATORY SIGNS,word_images/image413.png,REGULATORY_SIGNS/R10-27.png,docx_embedded,230,276,False,docx,ok,docx source; 230x276,,,,
image419.png,R10-28,One vehicle per green,REGULATORY SIGNS,word_images/image419.png,REGULATORY_SIGNS/R10-28.png,docx_embedded,230,286,False,docx,ok,docx source; 230x286,,,,
image414.png,R10-29,1 vehicle per green each lane,REGULATORY SIGNS,word_images/image414.png,REGULATORY_SIGNS/R10-29.png,docx_embedded,230,154,True,docx,ok,docx source; 230x154,,,,
image402.png,R10-30,Right turn on red must yield to U-turn,REGULATORY SIGNS,word_images/image402.png,REGULATORY_SIGNS/R10-30.png,docx_embedded,230,274,True,docx,ok,docx source; 230x274,,,,
image407.png,R10-31P,At signal (plaque),REGULATORY SIGNS,word_images/image407.png,REGULATORY_SIGNS/R10-31P.png,docx_embedded,230,90,True,docx,ok,docx source; 230x90,,,,
image404.png,R10-32P,Push button for 2 seconds for extra crossing time,REGULATORY SIGNS,word_images/image404.png,REGULATORY_SIGNS/R10-32P.png,docx_embedded,230,304,False,docx,ok,docx source; 230x304,,,,
image444.png,R10-40,Bicycle signal mandatory movement (turn),REGULATORY SIGNS,word_images/image444.png,REGULATORY_SIGNS/R10-40.png,docx_embedded,212,364,True,docx,ok,docx source; 212x364,,,,
image451.png,R10-40a,Bicycle signal mandatory movement (thru),REGULATORY SIGNS,word_images/image451.png,REGULATORY_SIGNS/R10-40a.png,docx_embedded,212,364,True,docx,ok,docx source; 212x364,,,,
