category,mutcd_code,occurrence,output_relpath,role,role_index,row_index,source_type,source_docx,source_partname,source_rid,source_web_url,bg_removed,width,height,sha256,fallback_relpath,fallback_sha256,source_web_provider,max_dim
REGULATORY_SIGNS,R1-5aR,1,REGULATORY_SIGNS/R1-5aR.png,image,1,10,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image659.png,rId17,,False,230,228,3a3b4df6681282c34ffc9c7e3e90b4d99d8540cb354ad13cf9a29ecb9371deac,,,,230
REGULATORY_SIGNS,R1-5aL,1,REGULATORY_SIGNS/R1-5aL.png,image,1,11,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image662.png,rId18,,False,230,230,66aa6d2e3335cc278ff5673a46a7abacc55b806b162fbef4588d6224e1d592f1,,,,230
REGULATORY_SIGNS,R1-5bR,1,REGULATORY_SIGNS/R1-5bR.png,image,1,12,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image665.png,rId19,,False,230,228,b325063fc5d84611e6ad5c71f93fbe1e7d3f9c77fbef441a769db30b607cc46b,,,,230
REGULATORY_SIGNS,R1-5bL,1,REGULATORY_SIGNS/R1-5bL.png,image,1,13,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image667.png,rId20,,False,230,230,26df8a909e58eac3cf52be240c0e12dc51e8ec537372af73ab1dbda7f05fd65d,,,,230
REGULATORY_SIGNS,R1-5cR,1,REGULATORY_SIGNS/R1-5cR.png,image,1,14,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image664.png,rId21,,False,230,230,59441dcece1fa7ce394e7a9a8cdd5c8cc35915efaeaf7a425e48af143854638a,,,,230
REGULATORY_SIGNS,R1-5cL,1,REGULATORY_SIGNS/R1-5cL.png,image,1,15,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image666.png,rId22,,False,230,228,eb0d6c10eec2ab1612fb9e3176bd5f0ee28e60088da0799e05d915c61dc9bc8e,,,,230
REGULATORY_SIGNS,R1-5dR,1,REGULATORY_SIGNS/R1-5dR.png,image,1,16,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image668.png,rId23,,False,230,268,92ce59cec8fdc7404e63cc6a7048ef321d2985a612f7508579da0290ef31e0b1,,,,268
REGULATORY_SIGNS,R1-5dL,1,REGULATORY_SIGNS/R1-5dL.png,image,1,17,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image669.png,rId24,,False,230,266,319bf68d9b7b033c066356fe33a8676b9be30ba1b4a214bc8a04920fb63f3508,,,,266
REGULATORY_SIGNS,R1-5eR,1,REGULATORY_SIGNS/R1-5eR.png,image,1,18,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image673.png,rId25,,False,230,266,000ddbdec4aeadcf100f434f2cebf41acd7c121700c239d2cd694ca8ca1bb234,,,,266
REGULATORY_SIGNS,R1-5eL,1,REGULATORY_SIGNS/R1-5eL.png,image,1,19,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image671.png,rId26,,False,230,268,77e91d1ca62a3b5d2fe0ee0c8fa43ed92315f8115344bca8867738433a276a67,,,,268
REGULATORY_SIGNS,R1-6,1,REGULATORY_SIGNS/R1-6.png,image,1,20,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image652.png,rId27,,True,124,363,f2b7799cb301afe69730b8d8d21db29d79936155d199a447f383adffbccb8c84,,,,363
REGULATORY_SIGNS,R1-6,2,REGULATORY_SIGNS/R1-6__2.png,image,1,21,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image655.png,rId28,,True,124,363,c31e56f12ae592f016ff9fe22b3cec02d08f2d4a5b8b259c403c34b0cdbe04e2,,,,363
REGULATORY_SIGNS,R1-6a,1,REGULATORY_SIGNS/R1-6a.png,image,1,22,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image653.png,rId29,,False,124,364,ae84814c6711dacd811c811446c3cad8887df6810497f347937a7713d75af787,,,,364
REGULATORY_SIGNS,R1-6a,2,REGULATORY_SIGNS/R1-6a__2.png,image,1,23,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image657.png,rId30,,False,124,366,c1cc7f477d5d93f339e29de49ab0635eb7f0c35dce2d131e0e98417a8200bb5d,,,,366
REGULATORY_SIGNS,R1-6b,1,REGULATORY_SIGNS/R1-6b.png,image,1,24,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image654.png,rId31,,True,124,363,507a42fb1a5d9666954740ff8c51e72a30357cd215c7f4f429def0311bfa0530,,,,363
REGULATORY_SIGNS,R1-6c,1,REGULATORY_SIGNS/R1-6c.png,image,1,25,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image656.png,rId32,,True,124,363,74e351db76c3ce579b8a292db70a1c571a14eb03532a2ccddc8437c1abd8ea43,,,,363
REGULATORY_SIGNS,R1-6d,1,REGULATORY_SIGNS/R1-6d.png,image,1,26,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image660.png,rId33,,False,124,364,5c4d8ac2061b8cb0f9c69636d85d1abea0981292529a041c49fd90c4485845e5,,,,364
REGULATORY_SIGNS,R1-6e,1,REGULATORY_SIGNS/R1-6e.png,image,1,27,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image658.png,rId34,,False,124,364,6dcf711cbb833f53413f0a7aba3f44844bdcf9f201afa3118b4c70619a327e07,,,,364
REGULATORY_SIGNS,R1-7,1,REGULATORY_SIGNS/R1-7.png,image,1,28,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image661.png,rId35,,False,230,286,df908e124ebfdbcfb888dbd371fd2c734cd209e425c78ccf5f9075fce7cd39e2,,,,286
REGULATORY_SIGNS,R1-7a,1,REGULATORY_SIGNS/R1-7a.png,image,1,29,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image663.png,rId36,,True,230,274,d8a8db330d3f1fa1df59f0eba4133ae98c4fe7b429a2735ea62e565c29dfccc8,,,,274
REGULATORY_SIGNS,R1-8,1,REGULATORY_SIGNS/R1-8.png,image,1,30,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image710.png,rId37,,False,230,286,27d81855e29717207bbe3bda1235d71237e90271d30886917a195301d0f095da,,,,286
