category,mutcd_code,occurrence,output_relpath,role,role_index,row_index,source_type,source_docx,source_partname,source_rid,source_web_url,bg_removed,width,height,sha256,fallback_relpath,fallback_sha256,source_web_provider,max_dim
REGULATORY_SIGNS,R9-6,1,REGULATORY_SIGNS/R9-6.png,image,1,313,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1061.png,rId327,,True,230,341,e881c7c9f1812e33f57f3f161a2dd9a7a56cb153fe4a99004eb2e129807d943b,,,,341
REGULATORY_SIGNS,R9-7,1,REGULATORY_SIGNS/R9-7.png,image,1,314,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1057.png,rId328,,True,230,339,31eef2af7a505d1d1b8693455e8379f81b5073b59b5c76d760f0abad9f85ea1f,,,,339
REGULATORY_SIGNS,R9-8,1,REGULATORY_SIGNS/R9-8.png,image,1,315,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1066.png,rId329,,False,230,118,a1e3a6cbaf0f3f676555c67b6f5c1e515ab6eeedc1d4dab2f59b68827228e210,,,,230
REGULATORY_SIGNS,R9-9,1,REGULATORY_SIGNS/R9-9.png,image,1,316,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1062.png,rId330,,False,230,116,1b2c3acdb2f1ebf77a7a8425d1e72226689428f681a55ef3dda8f14753adf0be,,,,230
REGULATORY_SIGNS,R9-10,1,REGULATORY_SIGNS/R9-10.png,image,1,317,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1056.png,rId331,,True,230,118,120852a3c503e310d55c38ae1bbed608e4f05651dc8519a8aa4616e188c19258,,,,230
REGULATORY_SIGNS,R9-11,1,REGULATORY_SIGNS/R9-11.png,image,1,318,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1055.png,rId332,,False,230,118,6dc1f1a178139f71e6ca7d37eb64e3d9365d2a3153455513c1bca164ad71e143,,,,230
REGULATORY_SIGNS,R9-11a,1,REGULATORY_SIGNS/R9-11a.png,image,1,319,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image988.png,rId333,,True,230,118,86dccae32192a251c52830e6b1a75d90c0464d18f4d8dbc4e8dfb2250b6ded0e,,,,230
REGULATORY_SIGNS,R9-12,1,REGULATORY_SIGNS/R9-12.png,image,1,320,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image976.png,rId334,,False,230,118,39630277036714084224588be9a7348b69de85406d954f3e545c4fd57e42e2ed,,,,230
REGULATORY_SIGNS,R9-13,1,REGULATORY_SIGNS/R9-13.png,image,1,321,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image977.png,rId335,,True,230,230,0cd02f9070b8d3b8d0c1d31cdd5ad1efcecbdff7e196b7222f8139c1606eb25a,,,,230
REGULATORY_SIGNS,R9-14,1,REGULATORY_SIGNS/R9-14.png,image,1,322,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image982.png,rId336,,True,230,228,313bae98009227c04c86a8e1e3133078355590ac5d88c767d24c47818953efba,,,,230
REGULATORY_SIGNS,R9-15,1,REGULATORY_SIGNS/R9-15.png,image,1,323,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image981.png,rId337,,True,230,229,75529bbf9510ab70cb265a093c2b2bbe07d40d39175b22a42a42b9de68ff6cac,,,,230
REGULATORY_SIGNS,R9-16,1,REGULATORY_SIGNS/R9-16.png,image,1,324,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image969.png,rId338,,True,230,228,59bc364cb8ba099c03408898de6d5068ef980b9c6b398f070f28bc13ac4df704,,,,230
REGULATORY_SIGNS,R9-19P,1,REGULATORY_SIGNS/R9-19P.png,image,1,325,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image970.png,rId339,,False,208,142,2ffd6d940ad4f6aabd140074359108afb6f5a90c33899fbeab133c0fc392f021,,,,208
REGULATORY_SIGNS,R9-20,1,REGULATORY_SIGNS/R9-20.png,image,1,326,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image973.png,rId340,,False,230,230,0b3dfbde4c86f98672d61265921594186ee32d72f09a710ab870f626a8ffc79a,,,,230
REGULATORY_SIGNS,R9-21,1,REGULATORY_SIGNS/R9-21.png,image,1,327,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image972.png,rId341,,False,230,284,adbab2251139c60cbb6162ef069637a21c577af14f294a786be59cff68aa1965,,,,284
REGULATORY_SIGNS,R9-22,1,REGULATORY_SIGNS/R9-22.png,image,1,328,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image961.png,rId342,,True,230,285,e8cbf33a873fd52291d76dec7e6d5b29677968b7c5828f4d6b958cb61f87911d,,,,285
REGULATORY_SIGNS,R9-23,1,REGULATORY_SIGNS/R9-23.png,image,1,329,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1025.png,rId343,,True,230,342,ee21b93af8388156dc39c1cbf96dec803bea8ecab1a8b3f7009b515399e58a45,,,,342
REGULATORY_SIGNS,R9-23a,1,REGULATORY_SIGNS/R9-23a.png,image,1,330,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1024.png,rId344,,False,230,342,34358287f1925c71363a76c8745959c06cffc040cadc8ea2f6b093988e299a23,,,,342
REGULATORY_SIGNS,R9-23b,1,REGULATORY_SIGNS/R9-23b.png,image,1,331,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1014.png,rId345,,False,230,342,b96859b2d4051998de9c780f8c695f467dc0a92ac0e98ee8ba62ae4c988a846f,,,,342
REGULATORY_SIGNS,R9-23c,1,REGULATORY_SIGNS/R9-23c.png,image,1,332,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1010.png,rId346,,False,230,342,432692404520031db9566cbe595fa9abb9509e943f5052fe7b4b63af16cdde7f,,,,342
REGULATORY_SIGNS,R9-24,1,REGULATORY_SIGNS/R9-24.png,image,1,333,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1021.png,rId347,,False,230,62,36d532c8caa42ac98233ad8e36bda06e6757afd286c3bdc346d2db7c855dc4a0,,,,230
REGULATORY_SIGNS,R9-24a,1,REGULATORY_SIGNS/R9-24a.png,image,1,334,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1023.png,rId348,,False,230,60,7322fc088b275e8a37236949079558d0cb0d6a9b5fe23befea86adbec52b91a4,,,,230
REGULATORY_SIGNS,R9-25,1,REGULATORY_SIGNS/R9-25.png,image,1,335,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1001.png,rId349,,False,230,90,21975a109f5f4a76ab79d69ca7ab750f3ec90679e7885e525ab8285f0ebfdf84,,,,230
REGULATORY_SIGNS,R9-25a,1,REGULATORY_SIGNS/R9-25a.png,image,1,336,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image998.png,rId350,,False,230,90,c3743f6fa2cfe2e44384f0ee360be184a946de68e6b115933f1ecfaea623a28c,,,,230
REGULATORY_SIGNS,R9-25b,1,REGULATORY_SIGNS/R9-25b.png,image,1,337,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1009.png,rId351,,False,230,90,489fbeb26367ebad37029ccff408c1d1740bfe9c4b766d8c9669a826453dfaab,,,,230
REGULATORY_SIGNS,R9-26,1,REGULATORY_SIGNS/R9-26.png,image,1,338,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image1005.png,rId352,,True,230,59,bb9f1a1ded3d718a167f9665002e3773a4290a7a805323ed549242e2f1833db7,,,,230
REGULATORY_SIGNS,R9-26a,1,REGULATORY_SIGNS/R9-26a.png,image,1,339,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image916.png,rId353,,True,230,59,ff0f99693d63ff34af17e19e7d11787594fa3919556afdac9effe940efb462fc,,,,230
REGULATORY_SIGNS,R9-26b,1,REGULATORY_SIGNS/R9-26b.png,image,1,340,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image928.png,rId354,,False,230,60,8b53eeaff41ec9f0e80a9c27ebdc3f9471e053d197e77d237cc5b83b941a9bda,,,,230
REGULATORY_SIGNS,R9-27,1,REGULATORY_SIGNS/R9-27.png,image,1,341,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image920.png,rId355,,True,230,59,a51539d7b607aaa60fa22b9fce4543d8758ee64936a23b8ead4156335960ae8c,,,,230
REGULATORY_SIGNS,R9-27a,1,REGULATORY_SIGNS/R9-27a.png,image,1,342,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image905.png,rId356,,False,230,60,d8578a6cbed4db586d867ec91539e0e532a25b1fbb8ec46f023034563c1a495d,,,,230
REGULATORY_SIGNS,R9-27b,1,REGULATORY_SIGNS/R9-27b.png,image,1,343,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image901.png,rId357,,False,230,60,88ce2dc2c22730ca5f7f842341476abad1fd12372d128264469e0b016be6e629,,,,230
REGULATORY_SIGNS,R10-1,1,REGULATORY_SIGNS/R10-1.png,image,1,344,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image914.png,rId358,,False,230,340,e47df6ba266b478c9bcec90f29832f99f1d02a64e5e556af8810b7f719619b59,,,,340
REGULATORY_SIGNS,R10-2,1,REGULATORY_SIGNS/R10-2.png,image,1,345,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image912.png,rId359,,True,230,303,4a9b0ea88e64b60bff8c52b758b18dde7e9e0e46580eb4cfbd05bf8a2b4186ff,,,,303
REGULATORY_SIGNS,R10-3,1,REGULATORY_SIGNS/R10-3.png,image,1,346,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image899.png,rId360,,False,230,304,f9e9351df87b6b9f6beb610551920eec1b73133255e9654aaeb382a111af83d3,,,,304
REGULATORY_SIGNS,R10-3a,1,REGULATORY_SIGNS/R10-3a.png,image,1,347,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image894.png,rId361,,True,230,378,ff156fa496bb04f3ce05ad4cf09cf8d16eba943f94724324e390a788acc20ea9,,,,378
REGULATORY_SIGNS,R10-3b,1,REGULATORY_SIGNS/R10-3b.png,image,1,348,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image906.png,rId362,,True,230,303,19854ffd21ce46343513b3f70eceb91ff8ab00dce972c27e22b3f67eb7d6a270,,,,303
REGULATORY_SIGNS,R10-3c,1,REGULATORY_SIGNS/R10-3c.png,image,1,349,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image952.png,rId363,,True,230,303,69760837f860dcf42d18381478d51b0aa4887bc0cf154b4b57ab5e3b8ddf5b93,,,,303
REGULATORY_SIGNS,R10-3d,1,REGULATORY_SIGNS/R10-3d.png,image,1,350,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image949.png,rId364,,True,230,303,a35969bd304e3a67165e745bcdec5eb49c92752706f186dd898ee9bd49d9b0cc,,,,303
REGULATORY_SIGNS,R10-3e,1,REGULATORY_SIGNS/R10-3e.png,image,1,351,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image962.png,rId365,,False,230,378,b5c70920eeaf94fd1ffc0eabc4bd662935ac59f35a272477b5ba1e299986930b,,,,378
REGULATORY_SIGNS,R10-3f,1,REGULATORY_SIGNS/R10-3f.png,image,1,352,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image955.png,rId366,,False,222,368,e67ff8bacc6909ff7d7e75ff5e7d96beba6a2aa2b6161ed5b1987ac4d614d7d1,,,,368
REGULATORY_SIGNS,R10-3g,1,REGULATORY_SIGNS/R10-3g.png,image,1,353,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image945.png,rId367,,False,222,368,ec1381ce5e3ce21d84d1b4155a75d0af54f5b313d5c450d25278085e276ab3f6,,,,368
REGULATORY_SIGNS,R10-3h,1,REGULATORY_SIGNS/R10-3h.png,image,1,354,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image940.png,rId368,,False,222,368,2fb41edaf90ec48a6a07703a575bff97c3e12d1550b165b4523c2e646cb70b9c,,,,368
REGULATORY_SIGNS,R10-3i,1,REGULATORY_SIGNS/R10-3i.png,image,1,355,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image946.png,rId369,,True,222,366,02fd4f4e3d6a731a7a2ca255cbd1e4581cd89b4462e7b291d75d7652bebd12b1,,,,366
REGULATORY_SIGNS,R10-4,1,REGULATORY_SIGNS/R10-4.png,image,1,356,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image944.png,rId370,,True,230,304,11a46d1e5e445417d8e7463a9750f30b44acf4cde6400fa3c0886d0726c15599,,,,304
REGULATORY_SIGNS,R10-4a,1,REGULATORY_SIGNS/R10-4a.png,image,1,357,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image935.png,rId371,,True,230,376,7cf7584fff2017aba8bfbfcfad5faac03cecafe055264191356eab4577913cca,,,,376
REGULATORY_SIGNS,R10-5,1,REGULATORY_SIGNS/R10-5.png,image,1,358,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image936.png,rId372,,False,230,306,e0450e327db16bc3bc2b8343d5b701524507e0a947555f56afadd7b9bcc910b9,,,,306
REGULATORY_SIGNS,R10-6,1,REGULATORY_SIGNS/R10-6.png,image,1,359,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image839.png,rId373,,False,230,340,d6ed4a7f5ade99a63ca64b58fce2e1437a3c6020bb6ef0d071f4611462f62350,,,,340
REGULATORY_SIGNS,R10-6aR,1,REGULATORY_SIGNS/R10-6aR.png,image,1,360,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image835.png,rId374,,True,230,285,08f32fd2c032d5f8d22dc2793b21cfed339abaf72dd008aaff6baccb9ee2e687,,,,285
REGULATORY_SIGNS,R10-6aL,1,REGULATORY_SIGNS/R10-6aL.png,image,1,361,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image833.png,rId375,,True,230,285,32e5efd99e6490873824cae7b55468bab6ff6f69a911e3afb390bf4a9e58682c,,,,285
REGULATORY_SIGNS,R10-7,1,REGULATORY_SIGNS/R10-7.png,image,1,362,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image844.png,rId376,,False,230,286,6bcb95f39234d18b862420983b5bebaf1eed7e43f54f10f23b85c4090d95ef58,,,,286
REGULATORY_SIGNS,R10-8,1,REGULATORY_SIGNS/R10-8.png,image,1,363,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image838.png,rId377,,False,230,284,5cbc7caebd30ee865ee8a9dafae6f5df5c02b555de6d1ddc581e9dd6b6f6618a,,,,284
REGULATORY_SIGNS,R10-10R,1,REGULATORY_SIGNS/R10-10R.png,image,1,364,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image822.png,rId378,,False,230,286,254055c88c41f4f860ceea12e905a43e4cd910aa64a8b549fe3c10c9b74e6fba,,,,286
REGULATORY_SIGNS,R10-10L,1,REGULATORY_SIGNS/R10-10L.png,image,1,365,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image825.png,rId379,,False,230,286,84775e11bd13d06a1d8ca15b19b2c27c765f0bf32cb479e0b4466424742efaa2,,,,286
REGULATORY_SIGNS,R10-10a,1,REGULATORY_SIGNS/R10-10a.png,image,1,366,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image832.png,rId380,,False,230,286,46edfaf64d61534f1b598ff81714f90b2d67a74f9a7378053b12d136e6a4bbe9,,,,286
REGULATORY_SIGNS,R10-10bR,1,REGULATORY_SIGNS/R10-10bR.png,image,1,367,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image827.png,rId381,,False,230,286,a6222998cc4a14de10a668b8e1c57e4ae55751c06eccfe3b0c6cb76a7e61984b,,,,286
REGULATORY_SIGNS,R10-10bL,1,REGULATORY_SIGNS/R10-10bL.png,image,1,368,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image813.png,rId382,,False,230,286,7199973b70f53a63d995cc34e18134e6b4ea2d232ac198f072cd4ad6080675f9,,,,286
REGULATORY_SIGNS,R10-10cR,1,REGULATORY_SIGNS/R10-10cR.png,image,1,369,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image885.png,rId383,,False,230,286,8078e2d8f8398941656347a20d4ed72caa20e13a64bc5a80edd1908b5af001da,,,,286
REGULATORY_SIGNS,R10-10cL,1,REGULATORY_SIGNS/R10-10cL.png,image,1,370,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image884.png,rId384,,False,230,286,0a77c9da7040aecc25af8a54e07eace9bcf157f92325fb7a9e4bf0810b93b97d,,,,286
REGULATORY_SIGNS,R10-11,1,REGULATORY_SIGNS/R10-11.png,image,1,371,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image875.png,rId385,,False,230,284,7f46043843f62021946266b9fa16fd30dbb3a5d7e7aeb2c4386a98c2d6696835,,,,284
REGULATORY_SIGNS,R10-11a,1,REGULATORY_SIGNS/R10-11a.png,image,1,372,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image873.png,rId386,,False,230,286,c1d06ae8a4b0aa0db94207a40d451d0aa487e987ea58daf9a2af76546d5b7806,,,,286
REGULATORY_SIGNS,R10-11b,1,REGULATORY_SIGNS/R10-11b.png,image,1,373,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image880.png,rId387,,False,230,230,e809d627d5c0ab859df2d7b6e9412a1e08b5054d4a42051bc35a3b40a9203860,,,,230
REGULATORY_SIGNS,R10-11c,1,REGULATORY_SIGNS/R10-11c.png,image,1,374,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image878.png,rId388,,False,230,318,b4136ce2c75a476213815976fcc616c35374a71de00eaea5cd56e53da60201e7,,,,318
REGULATORY_SIGNS,R10-11d,1,REGULATORY_SIGNS/R10-11d.png,image,1,375,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image860.png,rId389,,True,230,320,a5f9579bed8ea5a8359b50d1c5cecd5b2b889760e78a4b6144e7d280c36bd1b7,,,,320
REGULATORY_SIGNS,R10-12,1,REGULATORY_SIGNS/R10-12.png,image,1,376,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image859.png,rId390,,False,230,286,e933e491f2eaad5734a9e51c7fbcb2abd37c89166a2020c04bf4f2e9a99c797a,,,,286
REGULATORY_SIGNS,R10-12a,1,REGULATORY_SIGNS/R10-12a.png,image,1,377,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image868.png,rId391,,True,230,273,a674150cda8a0e66af68481599422ff136d48c5d1b28fc89f83ae8c8ede7fc98,,,,273
REGULATORY_SIGNS,R10-12b,1,REGULATORY_SIGNS/R10-12b.png,image,1,378,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image863.png,rId392,,False,230,274,8064c9bd0ead965f129715e6a91de69d1193f9280068ec7dcc778dc6c45523e4,,,,274
REGULATORY_SIGNS,R10-13,1,REGULATORY_SIGNS/R10-13.png,image,1,379,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image770.png,rId393,,False,230,156,929f6c1c29d441e9302c60a65fbd6ec9bb69f1933074bb4b8b6eee8aeeed8728,,,,230
REGULATORY_SIGNS,R10-14,1,REGULATORY_SIGNS/R10-14.png,image,1,380,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image769.png,rId394,,True,230,266,cfe26fbec74f20a854cf9f97356200adba7b8b4619550134f17b690a937445b6,,,,266
REGULATORY_SIGNS,R10-14a,1,REGULATORY_SIGNS/R10-14a.png,image,1,381,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image771.png,rId395,,True,230,96,5a80a6ce300a33e237d12c3a3e0df45993b1764cd4b90c3f588d18e1d8ca0ac6,,,,230
REGULATORY_SIGNS,R10-14b,1,REGULATORY_SIGNS/R10-14b.png,image,1,382,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image757.png,rId396,,False,230,342,d31e141ef8e71d37855b99d30821663e56aaf6a45e31fb8705fdbd8c5528f7ae,,,,342
REGULATORY_SIGNS,R10-15R,1,REGULATORY_SIGNS/R10-15R.png,image,1,383,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image753.png,rId397,,False,230,230,a38fca748e0fd406c29c1293acf0a7e13179f18fcf2319830a422ec2a39350d0,,,,230
REGULATORY_SIGNS,R10-15R,2,REGULATORY_SIGNS/R10-15R__2.png,image,1,384,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image760.png,rId398,,False,230,228,5a44a79199945fda6b25e22462d838747d0ffc35cd44da2960ccbc3ac4da196f,,,,230
REGULATORY_SIGNS,R10-15L,1,REGULATORY_SIGNS/R10-15L.png,image,1,385,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image763.png,rId399,,False,230,228,d88e2f9e054afe9dd570f827d683a6b4aad1909d934dbee4dd44d7280d0077db,,,,230
REGULATORY_SIGNS,R10-15L,2,REGULATORY_SIGNS/R10-15L__2.png,image,1,386,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image744.png,rId400,,False,230,230,9e7290790ea358eaa0acbf051e9a2b60699bfa8e5cabc7923c6bcc4590c547b4,,,,230
REGULATORY_SIGNS,R10-15a,1,REGULATORY_SIGNS/R10-15a.png,image,1,387,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image740.png,rId401,,False,230,228,82b76e9ade13508f458500075b9f24e0c709f3d8603e9f706092a3e49aa51903,,,,230
REGULATORY_SIGNS,R10-16,1,REGULATORY_SIGNS/R10-16.png,image,1,388,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image751.png,rId402,,True,230,275,8a157650feb18792fa577cefd7769f91fbaccd9aa1bf7a153640b4b6387e727c,,,,275
REGULATORY_SIGNS,R10-17a,1,REGULATORY_SIGNS/R10-17a.png,image,1,389,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image501.png,rId403,,True,230,273,16264b749250926ec69cd431eb2df78677cb1488ec893114fa715a7fee35519e,,,,273
REGULATORY_SIGNS,R10-18,1,REGULATORY_SIGNS/R10-18.png,image,1,390,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image487.png,rId404,,False,230,154,d1a88988b3f57850b4730667b8a02c01b97a9935d731fd9df9ee3184d0e5564d,,,,230
REGULATORY_SIGNS,R10-18a,1,REGULATORY_SIGNS/R10-18a.png,image,1,391,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image481.png,rId405,,True,230,320,a51713ce62554bb16920d52b5c63da24d0dac2f5f8c1c19ca84e9aa0c802d290,,,,320
REGULATORY_SIGNS,R10-19P,1,REGULATORY_SIGNS/R10-19P.png,image,1,392,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image490.png,rId406,,True,230,118,7bd88efd41db5894963a320f1d69697a92c438cd50917573a90b06392b32ef22,,,,230
REGULATORY_SIGNS,R10-19aP,1,REGULATORY_SIGNS/R10-19aP.png,image,1,393,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image485.png,rId407,,False,230,174,60c5b76ad51ab943dc978d8dd24760db3873ec7786421baab1339ccf7817fe86,,,,230
REGULATORY_SIGNS,R10-20aP,1,REGULATORY_SIGNS/R10-20aP.png,image,1,394,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image472.png,rId408,,True,230,228,f4f089103eb782001e51332eeead40cc1c47b511c2b07138c13d9ef6ccae4328,,,,230
REGULATORY_SIGNS,R10-20aP,2,REGULATORY_SIGNS/R10-20aP__2.png,image,1,395,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image474.png,rId409,,False,230,174,8bc2f48f1c42eed8c1ab5115a4c19415211ee1e4ccee265c122bde752138fcb1,,,,230
REGULATORY_SIGNS,R10-22,1,REGULATORY_SIGNS/R10-22.png,image,1,396,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image478.png,rId410,,False,230,342,83465d4cf7e433c12af6178bc6d60718728a54870f25e31b561b242dc1f4ffef,,,,342
REGULATORY_SIGNS,R10-23,1,REGULATORY_SIGNS/R10-23.png,image,1,397,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image479.png,rId411,,False,230,286,bbc72f60e5ac00fd6b9f73fae6e39bb9b32050050abd6a859df11ec4e7dbcc98,,,,286
REGULATORY_SIGNS,R10-23a,1,REGULATORY_SIGNS/R10-23a.png,image,1,398,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image476.png,rId412,,False,230,284,8b7795d9e7f49a5fad6deaa0866539e9f984f6775e9ef9824aec235d503e3bd7,,,,284
REGULATORY_SIGNS,R10-24,1,REGULATORY_SIGNS/R10-24.png,image,1,399,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image427.png,rId413,,False,230,378,4eba87b24b49a2f5d5995f147730c1b03236cacda564fc4cb46418e949aa7036,,,,378
REGULATORY_SIGNS,R10-25,1,REGULATORY_SIGNS/R10-25.png,image,1,400,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image424.png,rId414,,True,230,303,07341fe6065fb354a063d556d6842fb51a770370a278c8cb95ddddbd225f3372,,,,303
REGULATORY_SIGNS,R10-26,1,REGULATORY_SIGNS/R10-26.png,image,1,401,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image408.png,rId415,,True,230,376,0eda9f4d8c669ce4e8607405baef1a8e722ea824fd3a987be95afef5d3730736,,,,376
REGULATORY_SIGNS,R10-27,1,REGULATORY_SIGNS/R10-27.png,image,1,402,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image413.png,rId416,,False,230,276,6ef4e94e059ac168fc3bca6b3fabaa21e168c25f2b5899a9738a44c42ea6a2e9,,,,276
REGULATORY_SIGNS,R10-28,1,REGULATORY_SIGNS/R10-28.png,image,1,403,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image419.png,rId417,,False,230,286,27524c760e7ecee1a6a6024a68cf70414154d40cf8423bb7a4edd9875f47d579,,,,286
REGULATORY_SIGNS,R10-29,1,REGULATORY_SIGNS/R10-29.png,image,1,404,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image414.png,rId418,,True,230,154,c4eca9f2a43f514dddc376bada298c2684d82ea895067ea05b05ce61aca8391e,,,,230
REGULATORY_SIGNS,R10-30,1,REGULATORY_SIGNS/R10-30.png,image,1,405,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image402.png,rId419,,True,230,274,88db6ca2227ffc03d5e13b6303dc84b4bc17c0b35b53bdad46bea76dfa3bfe4b,,,,274
REGULATORY_SIGNS,R10-31P,1,REGULATORY_SIGNS/R10-31P.png,image,1,406,docx_embedded,Element Catalogue_ Traffic Signs (First version).docx,/word/media/image407.png,rId420,,True,230,90,dea2ac11be49a326d9b67da13eb67ddc7588434b5f4e019d01d18426b0671c80,,,,230
